,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,gameState,home,home,home,home,home,home,home,home,home,home,home,home,home,home,away,away,away,away,away,away,away,away,away,away,away,away,away,away
202212070NYK,,NYK,ATL,Madison Square Garden (IV),conference,12/7/2022 19:30,12/7/2022 19:30,,,0,,,,,,,,3,,,,,,24,,,,,,,,2,,,,,,24
202212070TOR,,TOR,LAL,Scotiabank Arena,none,12/7/2022 19:30,12/7/2022 19:30,,,0,,,,,,,,2,,,,,,24,,,,,,,,1,,,,,,23
202212070CHI,,CHI,WAS,United Center,conference,12/7/2022 20:00,12/7/2022 20:00,,,0,,,,,,,,3,,,,,,23,,,,,,,,3,,,,,,24
202212070MEM,,MEM,OKC,FedEx Forum,conference,12/7/2022 20:00,12/7/2022 20:00,,,0,,,,,,,,2,,,,,,24,,,,,,,,2,,,,,,24
202212070MIL,,MIL,SAC,Fiserv Forum,none,12/7/2022 20:00,12/7/2022 20:00,,,0,,,,,,,,2,,,,,,23,,,,,,,,3,,,,,,22
202212070MIN,,MIN,IND,Target Center,none,12/7/2022 20:00,12/7/2022 20:00,,,0,,,,,,,,4,,,,,,23,,,,,,,,2,,,,,,24
202212070NOP,,NOP,DET,Smoothie King Center,none,12/7/2022 20:00,12/7/2022 20:00,,,0,,,,,,,,3,,,,,,23,,,,,,,,1,,,,,,26
202212070UTA,,UTA,GSW,Vivint Arena,conference,12/7/2022 21:00,12/7/2022 21:00,,,0,,,,,,,,4,,,,,,26,,,,,,,,2,,,,,,25
202212070PHO,,PHO,BOS,Footprint Center,none,12/7/2022 22:00,12/7/2022 22:00,,,0,,,,,,,,2,,,,,,24,,,,,,,,2,,,,,,25
202212080MIA,,MIA,LAC,FTX Arena,none,12/8/2022 19:30,12/8/2022 19:30,,,0,,,,,,,,2,,,,,,25,,,,,,,,1,,,,,,26
202212080SAS,,SAS,HOU,AT&T Center,division,12/8/2022 20:30,12/8/2022 20:30,,,0,,,,,,,,4,,,,,,24,,,,,,,,3,,,,,,24
202212080POR,,POR,DEN,Moda Center,division,12/8/2022 22:00,12/8/2022 22:00,,,0,,,,,,,,4,,,,,,24,,,,,,,,2,,,,,,24
202212090CHO,,CHO,NYK,Spectrum Center,conference,12/9/2022 19:00,12/9/2022 19:00,,,0,,,,,,,,2,,,,,,25,,,,,,,,2,,,,,,25
202212090IND,,IND,WAS,Gainbridge Fieldhouse,conference,12/9/2022 19:00,12/9/2022 19:00,,,0,,,,,,,,2,,,,,,25,,,,,,,,2,,,,,,25
202212090ORL,,ORL,TOR,Amway Center,conference,12/9/2022 19:00,12/9/2022 19:00,,,0,,,,,,,,2,,,,,,26,,,,,,,,2,,,,,,25
202212090BRK,,BRK,ATL,Barclays Center,conference,12/9/2022 19:30,12/9/2022 19:30,,,0,,,,,,,,2,,,,,,26,,,,,,,,2,,,,,,25
202212090CLE,,CLE,SAC,Rocket Mortgage Fieldhouse,none,12/9/2022 19:30,12/9/2022 19:30,,,0,,,,,,,,3,,,,,,25,,,,,,,,2,,,,,,23
202212090PHI,,PHI,LAL,Wells Fargo Center,none,12/9/2022 19:30,12/9/2022 19:30,,,0,,,,,,,,4,,,,,,24,,,,,,,,2,,,,,,24
202212090MEM,,MEM,DET,FedEx Forum,none,12/9/2022 20:00,12/9/2022 20:00,,,0,,,,,,,,2,,,,,,25,,,,,,,,2,,,,,,27
202212090NOP,,NOP,PHO,Smoothie King Center,conference,12/9/2022 20:30,12/9/2022 20:30,,,0,,,,,,,,2,,,,,,24,,,,,,,,2,,,,,,25
202212090UTA,,UTA,MIN,Vivint Arena,division,12/9/2022 21:00,12/9/2022 21:00,,,0,,,,,,,,2,,,,,,27,,,,,,,,2,,,,,,24
202212090DAL,,DAL,MIL,American Airlines Center,none,12/9/2022 22:00,12/9/2022 22:00,,,0,,,,,,,,3,,,,,,24,,,,,,,,2,,,,,,24
202212100MIA,,MIA,SAS,FTX Arena,none,12/10/2022 17:00,12/10/2022 17:00,,,0,,,,,,,,2,,,,,,26,,,,,,,,2,,,,,,25
202212100IND,,IND,BRK,Gainbridge Fieldhouse,conference,12/10/2022 19:00,12/10/2022 19:00,,,0,,,,,,,,1,,,,,,26,,,,,,,,1,,,,,,27
202212100WAS,,WAS,LAC,Capital One Arena,none,12/10/2022 19:00,12/10/2022 19:00,,,0,,,,,,,,1,,,,,,26,,,,,,,,2,,,,,,27
202212100CLE,,CLE,OKC,Rocket Mortgage Fieldhouse,none,12/10/2022 19:30,12/10/2022 19:30,,,0,,,,,,,,1,,,,,,26,,,,,,,,3,,,,,,25
202212100CHI,,CHI,DAL,United Center,none,12/10/2022 20:00,12/10/2022 20:00,,,0,,,,,,,,3,,,,,,24,,,,,,,,1,,,,,,25
202212100GSW,,GSW,BOS,Chase Center,none,12/10/2022 20:30,12/10/2022 20:30,,,0,,,,,,,,3,,,,,,26,,,,,,,,3,,,,,,26
202212100DEN,,DEN,UTA,Ball Arena,division,12/10/2022 21:00,12/10/2022 21:00,,,0,,,,,,,,2,,,,,,25,,,,,,,,1,,,,,,28
202212100POR,,POR,MIN,Moda Center,division,12/10/2022 22:00,12/10/2022 22:00,,,0,,,,,,,,2,,,,,,25,,,,,,,,1,,,,,,25
202212110NOP,,NOP,PHO,Smoothie King Center,conference,12/11/2022 15:30,12/11/2022 15:30,,,0,,,,,,,,2,,,,,,25,,,,,,,,2,,,,,,26
202212110DET,,DET,LAL,Little Caesars Arena,none,12/11/2022 18:00,12/11/2022 18:00,,,0,,,,,,,,2,,,,,,28,,,,,,,,2,,,,,,25
202212110NYK,,NYK,SAC,Madison Square Garden (IV),none,12/11/2022 18:00,12/11/2022 18:00,,,0,,,,,,,,2,,,,,,26,,,,,,,,2,,,,,,24
202212110ORL,,ORL,TOR,Amway Center,conference,12/11/2022 18:00,12/11/2022 18:00,,,0,,,,,,,,2,,,,,,27,,,,,,,,2,,,,,,26
202212110PHI,,PHI,CHO,Wells Fargo Center,conference,12/11/2022 18:00,12/11/2022 18:00,,,0,,,,,,,,2,,,,,,25,,,,,,,,2,,,,,,26
202212110ATL,,ATL,CHI,State Farm Arena,conference,12/11/2022 18:30,12/11/2022 18:30,,,0,,,,,,,,2,,,,,,26,,,,,,,,1,,,,,,25
202212110HOU,,HOU,MIL,Toyota Center,none,12/11/2022 19:00,12/11/2022 19:00,,,0,,,,,,,,3,,,,,,25,,,,,,,,2,,,,,,25
202212120IND,,IND,MIA,Gainbridge Fieldhouse,conference,12/12/2022 19:00,12/12/2022 19:00,,,0,,,,,,,,2,,,,,,27,,,,,,,,2,,,,,,27
202212120WAS,,WAS,BRK,Capital One Arena,conference,12/12/2022 19:00,12/12/2022 19:00,,,0,,,,,,,,2,,,,,,27,,,,,,,,2,,,,,,28
202212120MEM,,MEM,ATL,FedEx Forum,none,12/12/2022 20:00,12/12/2022 20:00,,,0,,,,,,,,3,,,,,,26,,,,,,,,1,,,,,,27
202212120DAL,,DAL,OKC,American Airlines Center,conference,12/12/2022 20:30,12/12/2022 20:30,,,0,,,,,,,,2,,,,,,26,,,,,,,,2,,,,,,26
202212120SAS,,SAS,CLE,AT&T Center,none,12/12/2022 20:30,12/12/2022 20:30,,,0,,,,,,,,2,,,,,,26,,,,,,,,2,,,,,,27
202212120POR,,POR,MIN,Moda Center,division,12/12/2022 22:00,12/12/2022 22:00,,,0,,,,,,,,2,,,,,,26,,,,,,,,2,,,,,,26
202212120LAC,,LAC,BOS,Crypto.com Arena,none,12/12/2022 22:30,12/12/2022 22:30,,,0,,,,,,,,2,,,,,,28,,,,,,,,2,,,,,,27
202212130PHI,,PHI,SAC,Wells Fargo Center,none,12/13/2022 19:00,12/13/2022 19:00,,,0,,,,,,,,2,,,,,,26,,,,,,,,2,,,,,,25
202212130MIL,,MIL,GSW,Fiserv Forum,none,12/13/2022 19:30,12/13/2022 19:30,,,0,,,,,,,,2,,,,,,26,,,,,,,,3,,,,,,27
202212130HOU,,HOU,PHO,Toyota Center,conference,12/13/2022 20:00,12/13/2022 20:00,,,0,,,,,,,,2,,,,,,26,,,,,,,,2,,,,,,27
202212130UTA,,UTA,NOP,Vivint Arena,conference,12/13/2022 21:00,12/13/2022 21:00,,,0,,,,,,,,3,,,,,,29,,,,,,,,2,,,,,,26
202212130LAL,,LAL,BOS,Crypto.com Arena,none,12/13/2022 22:00,12/13/2022 22:00,,,0,,,,,,,,2,,,,,,26,,,,,,,,1,,,,,,28
202212140CHO,,CHO,DET,Spectrum Center,conference,12/14/2022 19:00,12/14/2022 19:00,,,0,,,,,,,,3,,,,,,27,,,,,,,,3,,,,,,29
202212140IND,,IND,GSW,Gainbridge Fieldhouse,none,12/14/2022 19:00,12/14/2022 19:00,,,0,,,,,,,,2,,,,,,28,,,,,,,,1,,,,,,28
202212140ORL,,ORL,ATL,Amway Center,division,12/14/2022 19:00,12/14/2022 19:00,,,0,,,,,,,,3,,,,,,28,,,,,,,,2,,,,,,28
202212140CHI,,CHI,NYK,United Center,conference,12/14/2022 19:30,12/14/2022 19:30,,,0,,,,,,,,3,,,,,,26,,,,,,,,3,,,,,,27
202212140TOR,,TOR,SAC,Scotiabank Arena,none,12/14/2022 19:30,12/14/2022 19:30,,,0,,,,,,,,3,,,,,,27,,,,,,,,1,,,,,,26
202212140OKC,,OKC,MIA,Paycom Center,none,12/14/2022 20:00,12/14/2022 20:00,,,0,,,,,,,,2,,,,,,27,,,,,,,,2,,,,,,28
202212140SAS,,SAS,POR,AT&T Center,conference,12/14/2022 20:00,12/14/2022 20:00,,,0,,,,,,,,2,,,,,,27,,,,,,,,2,,,,,,27
202212140DAL,,DAL,CLE,American Airlines Center,none,12/14/2022 21:00,12/14/2022 21:00,,,0,,,,,,,,2,,,,,,27,,,,,,,,2,,,,,,28
202212140DEN,,DEN,WAS,Ball Arena,none,12/14/2022 21:00,12/14/2022 21:00,,,0,,,,,,,,4,,,,,,26,,,,,,,,2,,,,,,28
202212140LAC,,LAC,MIN,Crypto.com Arena,conference,12/14/2022 22:00,12/14/2022 22:00,,,0,,,,,,,,2,,,,,,29,,,,,,,,2,,,,,,27
202212150HOU,,HOU,MIA,Toyota Center,none,12/15/2022 20:00,12/15/2022 20:00,,,0,,,,,,,,2,,,,,,27,,,,,,,,1,,,,,,29
202212150MEM,,MEM,MIL,FedEx Forum,none,12/15/2022 20:00,12/15/2022 20:00,,,0,,,,,,,,3,,,,,,27,,,,,,,,2,,,,,,27
202212150UTA,,UTA,NOP,Vivint Arena,conference,12/15/2022 21:00,12/15/2022 21:00,,,0,,,,,,,,2,,,,,,30,,,,,,,,2,,,,,,27
202212150LAC,,LAC,PHO,Crypto.com Arena,division,12/15/2022 22:30,12/15/2022 22:30,,,0,,,,,,,,1,,,,,,30,,,,,,,,2,,,,,,28
202212160CHO,,CHO,ATL,Spectrum Center,division,12/16/2022 19:00,12/16/2022 19:00,,,0,,,,,,,,2,,,,,,28,,,,,,,,2,,,,,,29
202212160DET,,DET,SAC,Little Caesars Arena,none,12/16/2022 19:00,12/16/2022 19:00,,,0,,,,,,,,2,,,,,,30,,,,,,,,2,,,,,,27
202212160BOS,,BOS,ORL,TD Garden,conference,12/16/2022 19:30,12/16/2022 19:30,,,0,,,,,,,,3,,,,,,29,,,,,,,,2,,,,,,29
202212160CLE,,CLE,IND,Rocket Mortgage Fieldhouse,division,12/16/2022 19:30,12/16/2022 19:30,,,0,,,,,,,,2,,,,,,29,,,,,,,,2,,,,,,29
202212160PHI,,PHI,GSW,Wells Fargo Center,none,12/16/2022 19:30,12/16/2022 19:30,,,0,,,,,,,,3,,,,,,27,,,,,,,,2,,,,,,29
202212160TOR,,TOR,BRK,Scotiabank Arena,division,12/16/2022 19:30,12/16/2022 19:30,,,0,,,,,,,,2,,,,,,28,,,,,,,,4,,,,,,29
202212160CHI,,CHI,NYK,United Center,conference,12/16/2022 20:00,12/16/2022 20:00,,,0,,,,,,,,2,,,,,,27,,,,,,,,2,,,,,,28
202212160OKC,,OKC,MIN,Paycom Center,division,12/16/2022 20:00,12/16/2022 20:00,,,0,,,,,,,,2,,,,,,28,,,,,,,,2,,,,,,28
202212160DAL,,DAL,POR,American Airlines Center,conference,12/16/2022 20:30,12/16/2022 20:30,,,0,,,,,,,,2,,,,,,28,,,,,,,,2,,,,,,28
202212160LAL,,LAL,DEN,Crypto.com Arena,conference,12/16/2022 22:00,12/16/2022 22:00,,,0,,,,,,,,3,,,,,,27,,,,,,,,2,,,,,,27
202212170LAC,,LAC,WAS,Crypto.com Arena,none,12/17/2022 16:00,12/17/2022 16:00,,,0,,,,,,,,2,,,,,,31,,,,,,,,3,,,,,,29
202212170SAS,,SAS,MIA,Mexico City Arena,none,12/17/2022 17:00,12/17/2022 17:00,,,0,,,,,,,,3,,,,,,28,,,,,,,,2,,,,,,30
202212170CLE,,CLE,DAL,Rocket Mortgage Fieldhouse,none,12/17/2022 20:00,12/17/2022 20:00,,,0,,,,,,,,1,,,,,,30,,,,,,,,1,,,,,,29
202212170HOU,,HOU,POR,Toyota Center,conference,12/17/2022 20:00,12/17/2022 20:00,,,0,,,,,,,,2,,,,,,28,,,,,,,,1,,,,,,29
202212170MIL,,MIL,UTA,Fiserv Forum,none,12/17/2022 20:00,12/17/2022 20:00,,,0,,,,,,,,2,,,,,,28,,,,,,,,2,,,,,,31
202212170OKC,,OKC,MEM,Paycom Center,conference,12/17/2022 20:00,12/17/2022 20:00,,,0,,,,,,,,1,,,,,,29,,,,,,,,2,,,,,,28
202212170PHO,,PHO,NOP,Footprint Center,conference,12/17/2022 21:00,12/17/2022 21:00,,,0,,,,,,,,2,,,,,,29,,,,,,,,2,,,,,,28
202212180BOS,,BOS,ORL,TD Garden,conference,12/18/2022 15:00,12/18/2022 15:00,,,0,,,,,,,,2,,,,,,30,,,,,,,,2,,,,,,30
202212180IND,,IND,NYK,Gainbridge Fieldhouse,conference,12/18/2022 17:00,12/18/2022 17:00,,,0,,,,,,,,2,,,,,,30,,,,,,,,2,,,,,,29
202212180DET,,DET,BRK,Little Caesars Arena,conference,12/18/2022 18:00,12/18/2022 18:00,,,0,,,,,,,,2,,,,,,31,,,,,,,,2,,,,,,30
202212180TOR,,TOR,GSW,Scotiabank Arena,none,12/18/2022 18:00,12/18/2022 18:00,,,0,,,,,,,,2,,,,,,29,,,,,,,,2,,,,,,30
202212180MIN,,MIN,CHI,Target Center,none,12/18/2022 19:00,12/18/2022 19:00,,,0,,,,,,,,2,,,,,,29,,,,,,,,2,,,,,,28
202212180DEN,,DEN,CHO,Ball Arena,none,12/18/2022 20:00,12/18/2022 20:00,,,0,,,,,,,,2,,,,,,28,,,,,,,,2,,,,,,29
202212180LAL,,LAL,WAS,Crypto.com Arena,none,12/18/2022 21:30,12/18/2022 21:30,,,0,,,,,,,,2,,,,,,28,,,,,,,,1,,,,,,30
202212190CLE,,CLE,UTA,Rocket Mortgage Fieldhouse,none,12/19/2022 19:00,12/19/2022 19:00,,,0,,,,,,,,2,,,,,,31,,,,,,,,2,,,,,,32
202212190PHI,,PHI,TOR,Wells Fargo Center,division,12/19/2022 19:00,12/19/2022 19:00,,,0,,,,,,,,3,,,,,,28,,,,,,,,1,,,,,,30
202212190ATL,,ATL,ORL,State Farm Arena,division,12/19/2022 19:30,12/19/2022 19:30,,,0,,,,,,,,3,,,,,,30,,,,,,,,1,,,,,,31
202212190HOU,,HOU,SAS,Toyota Center,division,12/19/2022 20:00,12/19/2022 20:00,,,0,,,,,,,,2,,,,,,29,,,,,,,,2,,,,,,29
202212190MIN,,MIN,DAL,Target Center,conference,12/19/2022 20:00,12/19/2022 20:00,,,0,,,,,,,,1,,,,,,30,,,,,,,,2,,,,,,30
202212190NOP,,NOP,MIL,Smoothie King Center,none,12/19/2022 20:00,12/19/2022 20:00,,,0,,,,,,,,2,,,,,,29,,,,,,,,2,,,,,,29
202212190OKC,,OKC,POR,Paycom Center,division,12/19/2022 20:00,12/19/2022 20:00,,,0,,,,,,,,2,,,,,,30,,,,,,,,2,,,,,,30
202212190PHO,,PHO,LAL,Footprint Center,division,12/19/2022 21:00,12/19/2022 21:00,,,0,,,,,,,,2,,,,,,30,,,,,,,,1,,,,,,29
202212190SAC,,SAC,CHO,Golden 1 Center,none,12/19/2022 22:00,12/19/2022 22:00,,,0,,,,,,,,3,,,,,,28,,,,,,,,1,,,,,,30
202212200DET,,DET,UTA,Little Caesars Arena,none,12/20/2022 19:00,12/20/2022 19:00,,,0,,,,,,,,2,,,,,,32,,,,,,,,1,,,,,,33
202212200MIA,,MIA,CHI,FTX Arena,conference,12/20/2022 19:30,12/20/2022 19:30,,,0,,,,,,,,3,,,,,,31,,,,,,,,2,,,,,,29
202212200NYK,,NYK,GSW,Madison Square Garden (IV),none,12/20/2022 19:30,12/20/2022 19:30,,,0,,,,,,,,2,,,,,,30,,,,,,,,2,,,,,,31
202212200PHO,,PHO,WAS,Footprint Center,none,12/20/2022 21:00,12/20/2022 21:00,,,0,,,,,,,,1,,,,,,31,,,,,,,,2,,,,,,31
202212200DEN,,DEN,MEM,Ball Arena,conference,12/20/2022 22:00,12/20/2022 22:00,,,0,,,,,,,,2,,,,,,29,,,,,,,,3,,,,,,29
202212210CLE,,CLE,MIL,Rocket Mortgage Fieldhouse,division,12/21/2022 19:00,12/21/2022 19:00,,,0,,,,,,,,2,,,,,,32,,,,,,,,2,,,,,,30
202212210PHI,,PHI,DET,Wells Fargo Center,conference,12/21/2022 19:00,12/21/2022 19:00,,,0,,,,,,,,2,,,,,,29,,,,,,,,1,,,,,,33
202212210ATL,,ATL,CHI,State Farm Arena,conference,12/21/2022 19:30,12/21/2022 19:30,,,0,,,,,,,,2,,,,,,31,,,,,,,,1,,,,,,30
202212210BOS,,BOS,IND,TD Garden,conference,12/21/2022 19:30,12/21/2022 19:30,,,0,,,,,,,,3,,,,,,31,,,,,,,,3,,,,,,31
202212210BRK,,BRK,GSW,Barclays Center,none,12/21/2022 19:30,12/21/2022 19:30,,,0,,,,,,,,3,,,,,,31,,,,,,,,1,,,,,,32
202212210NYK,,NYK,TOR,Madison Square Garden (IV),division,12/21/2022 19:30,12/21/2022 19:30,,,0,,,,,,,,1,,,,,,31,,,,,,,,2,,,,,,31
202212210HOU,,HOU,ORL,Toyota Center,none,12/21/2022 20:00,12/21/2022 20:00,,,0,,,,,,,,2,,,,,,30,,,,,,,,2,,,,,,32
202212210MIN,,MIN,DAL,Target Center,conference,12/21/2022 20:00,12/21/2022 20:00,,,0,,,,,,,,2,,,,,,31,,,,,,,,2,,,,,,31
202212210OKC,,OKC,POR,Paycom Center,division,12/21/2022 20:00,12/21/2022 20:00,,,0,,,,,,,,2,,,,,,31,,,,,,,,2,,,,,,31
202212210SAC,,SAC,LAL,Golden 1 Center,division,12/21/2022 22:00,12/21/2022 22:00,,,0,,,,,,,,2,,,,,,29,,,,,,,,2,,,,,,30
202212210LAC,,LAC,CHO,Crypto.com Arena,none,12/21/2022 22:30,12/21/2022 22:30,,,0,,,,,,,,4,,,,,,32,,,,,,,,2,,,,,,31
202212220NOP,,NOP,SAS,Smoothie King Center,division,12/22/2022 20:00,12/22/2022 20:00,,,0,,,,,,,,3,,,,,,30,,,,,,,,3,,,,,,30
202212220UTA,,UTA,WAS,Vivint Arena,none,12/22/2022 21:00,12/22/2022 21:00,,,0,,,,,,,,2,,,,,,34,,,,,,,,2,,,,,,32
202212230ORL,,ORL,SAS,Amway Center,none,12/23/2022 19:00,12/23/2022 19:00,,,0,,,,,,,,2,,,,,,33,,,,,,,,1,,,,,,31
202212230PHI,,PHI,LAC,Wells Fargo Center,none,12/23/2022 19:00,12/23/2022 19:00,,,0,,,,,,,,2,,,,,,30,,,,,,,,2,,,,,,33
202212230ATL,,ATL,DET,State Farm Arena,conference,12/23/2022 19:30,12/23/2022 19:30,,,0,,,,,,,,2,,,,,,32,,,,,,,,2,,,,,,34
202212230BOS,,BOS,MIN,TD Garden,none,12/23/2022 19:30,12/23/2022 19:30,,,0,,,,,,,,2,,,,,,32,,,,,,,,2,,,,,,32
202212230BRK,,BRK,MIL,Barclays Center,conference,12/23/2022 19:30,12/23/2022 19:30,,,0,,,,,,,,2,,,,,,32,,,,,,,,2,,,,,,31
202212230CLE,,CLE,TOR,Rocket Mortgage Fieldhouse,conference,12/23/2022 19:30,12/23/2022 19:30,,,0,,,,,,,,2,,,,,,33,,,,,,,,2,,,,,,32
202212230NYK,,NYK,CHI,Madison Square Garden (IV),conference,12/23/2022 19:30,12/23/2022 19:30,,,0,,,,,,,,2,,,,,,32,,,,,,,,2,,,,,,31
202212230HOU,,HOU,DAL,Toyota Center,division,12/23/2022 20:00,12/23/2022 20:00,,,0,,,,,,,,2,,,,,,31,,,,,,,,2,,,,,,32
202212230MIA,,MIA,IND,FTX Arena,conference,12/23/2022 20:00,12/23/2022 20:00,,,0,,,,,,,,3,,,,,,32,,,,,,,,2,,,,,,32
202212230OKC,,OKC,NOP,Paycom Center,conference,12/23/2022 20:00,12/23/2022 20:00,,,0,,,,,,,,2,,,,,,32,,,,,,,,1,,,,,,31
202212230DEN,,DEN,POR,Ball Arena,division,12/23/2022 21:00,12/23/2022 21:00,,,0,,,,,,,,3,,,,,,30,,,,,,,,2,,,,,,32
202212230PHO,,PHO,MEM,Footprint Center,conference,12/23/2022 22:00,12/23/2022 22:00,,,0,,,,,,,,3,,,,,,32,,,,,,,,3,,,,,,30
202212230SAC,,SAC,WAS,Golden 1 Center,none,12/23/2022 22:00,12/23/2022 22:00,,,0,,,,,,,,2,,,,,,30,,,,,,,,1,,,,,,33
202212230LAL,,LAL,CHO,Crypto.com Arena,none,12/23/2022 22:30,12/23/2022 22:30,,,0,,,,,,,,2,,,,,,31,,,,,,,,2,,,,,,32
202212250NYK,,NYK,PHI,Madison Square Garden (IV),division,12/25/2022 12:00,12/25/2022 12:00,,,0,,,,,,,,2,,,,,,33,,,,,,,,2,,,,,,31
202212250DAL,,DAL,LAL,American Airlines Center,conference,12/25/2022 14:30,12/25/2022 14:30,,,0,,,,,,,,2,,,,,,33,,,,,,,,2,,,,,,32
202212250BOS,,BOS,MIL,TD Garden,conference,12/25/2022 17:00,12/25/2022 17:00,,,0,,,,,,,,2,,,,,,33,,,,,,,,2,,,,,,32
202212250GSW,,GSW,MEM,Chase Center,conference,12/25/2022 20:00,12/25/2022 20:00,,,0,,,,,,,,4,,,,,,33,,,,,,,,2,,,,,,31
202212250DEN,,DEN,PHO,Ball Arena,conference,12/25/2022 22:30,12/25/2022 22:30,,,0,,,,,,,,2,,,,,,31,,,,,,,,2,,,,,,33
202212260CLE,,CLE,BRK,Rocket Mortgage Fieldhouse,conference,12/26/2022 19:00,12/26/2022 19:00,,,0,,,,,,,,3,,,,,,34,,,,,,,,3,,,,,,33
202212260DET,,DET,LAC,Little Caesars Arena,none,12/26/2022 19:00,12/26/2022 19:00,,,0,,,,,,,,3,,,,,,35,,,,,,,,3,,,,,,34
202212260MIA,,MIA,MIN,FTX Arena,none,12/26/2022 19:30,12/26/2022 19:30,,,0,,,,,,,,3,,,,,,33,,,,,,,,3,,,,,,33
202212260CHI,,CHI,HOU,United Center,none,12/26/2022 20:00,12/26/2022 20:00,,,0,,,,,,,,3,,,,,,32,,,,,,,,3,,,,,,32
202212260NOP,,NOP,IND,Smoothie King Center,none,12/26/2022 20:00,12/26/2022 20:00,,,0,,,,,,,,3,,,,,,32,,,,,,,,3,,,,,,33
202212260SAS,,SAS,UTA,AT&T Center,conference,12/26/2022 20:00,12/26/2022 20:00,,,0,,,,,,,,3,,,,,,32,,,,,,,,4,,,,,,35
202212260POR,,POR,CHO,Moda Center,none,12/26/2022 22:00,12/26/2022 22:00,,,0,,,,,,,,3,,,,,,33,,,,,,,,3,,,,,,33
202212270ORL,,ORL,LAL,Amway Center,none,12/27/2022 19:00,12/27/2022 19:00,,,0,,,,,,,,4,,,,,,34,,,,,,,,2,,,,,,33
202212270WAS,,WAS,PHI,Capital One Arena,conference,12/27/2022 19:00,12/27/2022 19:00,,,0,,,,,,,,4,,,,,,34,,,,,,,,2,,,,,,32
202212270BOS,,BOS,HOU,TD Garden,none,12/27/2022 19:30,12/27/2022 19:30,,,0,,,,,,,,2,,,,,,34,,,,,,,,1,,,,,,33
202212270IND,,IND,ATL,Gainbridge Fieldhouse,conference,12/27/2022 19:30,12/27/2022 19:30,,,0,,,,,,,,1,,,,,,34,,,,,,,,4,,,,,,33
202212270TOR,,TOR,LAC,Scotiabank Arena,none,12/27/2022 19:30,12/27/2022 19:30,,,0,,,,,,,,4,,,,,,33,,,,,,,,1,,,,,,35
202212270MEM,,MEM,PHO,FedEx Forum,conference,12/27/2022 20:00,12/27/2022 20:00,,,0,,,,,,,,2,,,,,,32,,,,,,,,2,,,,,,34
202212270OKC,,OKC,SAS,Paycom Center,conference,12/27/2022 20:00,12/27/2022 20:00,,,0,,,,,,,,4,,,,,,33,,,,,,,,1,,,,,,33
202212270DAL,,DAL,NYK,American Airlines Center,none,12/27/2022 20:30,12/27/2022 20:30,,,0,,,,,,,,2,,,,,,34,,,,,,,,2,,,,,,34
202212270GSW,,GSW,CHO,Chase Center,none,12/27/2022 22:00,12/27/2022 22:00,,,0,,,,,,,,2,,,,,,34,,,,,,,,1,,,,,,34
202212270SAC,,SAC,DEN,Golden 1 Center,conference,12/27/2022 22:00,12/27/2022 22:00,,,0,,,,,,,,4,,,,,,31,,,,,,,,2,,,,,,32
202212280DET,,DET,ORL,Little Caesars Arena,conference,12/28/2022 19:00,12/28/2022 19:00,,,0,,,,,,,,2,,,,,,36,,,,,,,,1,,,,,,35
202212280WAS,,WAS,PHO,Capital One Arena,none,12/28/2022 19:00,12/28/2022 19:00,,,0,,,,,,,,1,,,,,,35,,,,,,,,1,,,,,,35
202212280ATL,,ATL,BRK,State Farm Arena,conference,12/28/2022 19:30,12/28/2022 19:30,,,0,,,,,,,,1,,,,,,34,,,,,,,,2,,,,,,34
202212280MIA,,MIA,LAL,FTX Arena,none,12/28/2022 19:30,12/28/2022 19:30,,,0,,,,,,,,2,,,,,,34,,,,,,,,1,,,,,,34
202212280CHI,,CHI,MIL,United Center,division,12/28/2022 20:00,12/28/2022 20:00,,,0,,,,,,,,2,,,,,,33,,,,,,,,3,,,,,,33
202212280NOP,,NOP,MIN,Smoothie King Center,conference,12/28/2022 20:00,12/28/2022 20:00,,,0,,,,,,,,2,,,,,,33,,,,,,,,2,,,,,,34
202212280GSW,,GSW,UTA,Chase Center,conference,12/28/2022 22:00,12/28/2022 22:00,,,0,,,,,,,,1,,,,,,35,,,,,,,,2,,,,,,36
202212280SAC,,SAC,DEN,Golden 1 Center,conference,12/28/2022 22:00,12/28/2022 22:00,,,0,,,,,,,,1,,,,,,32,,,,,,,,1,,,,,,33
202212290CHO,,CHO,OKC,Spectrum Center,none,12/29/2022 19:00,12/29/2022 19:00,,,0,,,,,,,,2,,,,,,35,,,,,,,,2,,,,,,34
202212290IND,,IND,CLE,Gainbridge Fieldhouse,division,12/29/2022 19:00,12/29/2022 19:00,,,0,,,,,,,,2,,,,,,35,,,,,,,,3,,,,,,35
202212290BOS,,BOS,LAC,TD Garden,none,12/29/2022 19:30,12/29/2022 19:30,,,0,,,,,,,,2,,,,,,35,,,,,,,,2,,,,,,36
202212290TOR,,TOR,MEM,Scotiabank Arena,none,12/29/2022 19:30,12/29/2022 19:30,,,0,,,,,,,,2,,,,,,34,,,,,,,,2,,,,,,33
202212290SAS,,SAS,NYK,AT&T Center,none,12/29/2022 20:00,12/29/2022 20:00,,,0,,,,,,,,2,,,,,,34,,,,,,,,2,,,,,,35
202212290DAL,,DAL,HOU,American Airlines Center,division,12/29/2022 20:30,12/29/2022 20:30,,,0,,,,,,,,2,,,,,,35,,,,,,,,2,,,,,,34
